"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","1997","1997","PER","Persons","3","thousands",,,10192.26,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","1998","1998","PER","Persons","3","thousands",,,10213.75,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","1999","1999","PER","Persons","3","thousands",,,10239.08,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2000","2000","PER","Persons","3","thousands",,,10263.41,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2001","2001","PER","Persons","3","thousands",,,10309.72,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2002","2002","PER","Persons","3","thousands",,,10355.84,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2003","2003","PER","Persons","3","thousands",,,10396.42,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2004","2004","PER","Persons","3","thousands",,,10445.85,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2005","2005","PER","Persons","3","thousands",,,10511.38,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2006","2006","PER","Persons","3","thousands",,,10584.53,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2007","2007","PER","Persons","3","thousands",,,10667,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2008","2008","PER","Persons","3","thousands",,,10753.08,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2009","2009","PER","Persons","3","thousands",,,10839.91,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2010","2010","PER","Persons","3","thousands",,,10951,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2011","2011","PER","Persons","3","thousands",,,11094.85,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2012","2012","PER","Persons","3","thousands",,,11161.64,,
"BEL","Belgium","YVPO12L1_ST","Population 31st December","A","Annual","2013","2013","PER","Persons","3","thousands",,,11203.99,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","1995","1995","PER","Persons","3","thousands",,,12.473,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","1996","1996","PER","Persons","3","thousands",,,27.179,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","1997","1997","PER","Persons","3","thousands",,,22.038,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","1998","1998","PER","Persons","3","thousands",,,21.488,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","1999","1999","PER","Persons","3","thousands",,,25.333,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2000","2000","PER","Persons","3","thousands",,,24.329,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2001","2001","PER","Persons","3","thousands",,,46.311,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2002","2002","PER","Persons","3","thousands",,,46.119,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2003","2003","PER","Persons","3","thousands",,,40.577,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2004","2004","PER","Persons","3","thousands",,,49.431,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2005","2005","PER","Persons","3","thousands",,,65.53,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2006","2006","PER","Persons","3","thousands",,,73.152,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2007","2007","PER","Persons","3","thousands",,,82.466,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2008","2008","PER","Persons","3","thousands",,,86.214,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2009","2009","PER","Persons","3","thousands",,,86.825,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2010","2010","PER","Persons","3","thousands",,,111.095,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2011","2011","PER","Persons","3","thousands",,,94.212,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2012","2012","PER","Persons","3","thousands",,,66.792,,
"BEL","Belgium","YVPOI1L1_ST","Total increase","A","Annual","2013","2013","PER","Persons","3","thousands",,,42.35,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","1995","1995","PER","Persons","3","thousands",,,114.226,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","1996","1996","PER","Persons","3","thousands",,,115.214,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","1997","1997","PER","Persons","3","thousands",,,115.864,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","1998","1998","PER","Persons","3","thousands",,,114.276,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","1999","1999","PER","Persons","3","thousands",,,113.469,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2000","2000","PER","Persons","3","thousands",,,114.883,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2001","2001","PER","Persons","3","thousands",,,114.172,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2002","2002","PER","Persons","3","thousands",,,111.225,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2003","2003","PER","Persons","3","thousands",,,112.149,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2004","2004","PER","Persons","3","thousands",,,115.618,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2005","2005","PER","Persons","3","thousands",,,118.002,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2006","2006","PER","Persons","3","thousands",,,121.382,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2007","2007","PER","Persons","3","thousands",,,120.663,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2008","2008","PER","Persons","3","thousands",,,128.049,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2009","2009","PER","Persons","3","thousands",,,127.297,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2010","2010","PER","Persons","3","thousands",,,129,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2011","2011","PER","Persons","3","thousands",,,128.705,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2012","2012","PER","Persons","3","thousands",,,128.051,,
"BEL","Belgium","YVPOBIL1_ST","Births","A","Annual","2013","2013","PER","Persons","3","thousands",,,125.606,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","1995","1995","PER","Persons","3","thousands",,,104.59,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","1996","1996","PER","Persons","3","thousands",,,104.14,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","1997","1997","PER","Persons","3","thousands",,,103.802,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","1998","1998","PER","Persons","3","thousands",,,104.583,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","1999","1999","PER","Persons","3","thousands",,,104.904,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2000","2000","PER","Persons","3","thousands",,,104.903,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2001","2001","PER","Persons","3","thousands",,,103.447,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2002","2002","PER","Persons","3","thousands",,,105.642,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2003","2003","PER","Persons","3","thousands",,,107.039,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2004","2004","PER","Persons","3","thousands",,,101.946,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2005","2005","PER","Persons","3","thousands",,,103.278,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2006","2006","PER","Persons","3","thousands",,,101.587,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2007","2007","PER","Persons","3","thousands",,,100.658,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2008","2008","PER","Persons","3","thousands",,,104.587,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2009","2009","PER","Persons","3","thousands",,,104.509,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2010","2010","PER","Persons","3","thousands",,,105,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2011","2011","PER","Persons","3","thousands",,,104.292,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2012","2012","PER","Persons","3","thousands",,,109.076,,
"BEL","Belgium","YVPODEL1_ST","Deaths","A","Annual","2013","2013","PER","Persons","3","thousands",,,109.334,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","1995","1995","PER","Persons","3","thousands",,,9.636,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","1996","1996","PER","Persons","3","thousands",,,11.074,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","1997","1997","PER","Persons","3","thousands",,,12.062,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","1998","1998","PER","Persons","3","thousands",,,9.693,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","1999","1999","PER","Persons","3","thousands",,,8.565,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2000","2000","PER","Persons","3","thousands",,,9.98,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2001","2001","PER","Persons","3","thousands",,,10.725,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2002","2002","PER","Persons","3","thousands",,,5.583,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2003","2003","PER","Persons","3","thousands",,,5.11,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2004","2004","PER","Persons","3","thousands",,,13.672,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2005","2005","PER","Persons","3","thousands",,,14.724,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2006","2006","PER","Persons","3","thousands",,,19.795,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2007","2007","PER","Persons","3","thousands",,,20.005,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2008","2008","PER","Persons","3","thousands",,,23.462,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2009","2009","PER","Persons","3","thousands",,,22.788,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2010","2010","PER","Persons","3","thousands",,,24,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2011","2011","PER","Persons","3","thousands",,,24.413,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2012","2012","PER","Persons","3","thousands",,,18.975,,
"BEL","Belgium","YVPOI2L1_ST","Natural increase","A","Annual","2013","2013","PER","Persons","3","thousands",,,16.272,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","1995","1995",,,"0","units",,,26.906,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","1996","1996",,,"0","units",,,24.848,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","1997","1997",,,"0","units",,,19.529,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","1998","1998",,,"0","units",,,21.03,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","1999","1999",,,"0","units",,,27.159,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2000","2000",,,"0","units",,,25.129,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2001","2001",,,"0","units",,,35.363,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2002","2002",,,"0","units",,,41.306,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2003","2003",,,"0","units",,,40.016,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2004","2004",,,"0","units",,,43.332,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2005","2005",,,"0","units",,,46.645,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2006","2006",,,"0","units",,,50.772,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2007","2007",,,"0","units",,,55,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2008","2008",,,"0","units",,,63.877,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2009","2009",,,"0","units",,,62.761,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2010","2010",,,"0","units",,,79,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2011","2011",,,"0","units",,,77.223,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2012","2012",,,"0","units",,,72.667,,
"BEL","Belgium","YVPOMIL1_ST","Net migration","A","Annual","2013","2013",,,"0","units",,,27.456,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","1995","1995","PER","Persons","3","thousands",,,-24.069,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","1996","1996","PER","Persons","3","thousands",,,-8.743,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","1997","1997","PER","Persons","3","thousands",,,-9.553,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","1998","1998","PER","Persons","3","thousands",,,-9.235,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","1999","1999","PER","Persons","3","thousands",,,-10.391,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2000","2000","PER","Persons","3","thousands",,,-10.78,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2001","2001","PER","Persons","3","thousands",,,0.223,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2002","2002","PER","Persons","3","thousands",,,-0.77,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2003","2003","PER","Persons","3","thousands",,,-4.549,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2004","2004","PER","Persons","3","thousands",,,-7.573,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2005","2005","PER","Persons","3","thousands",,,4.161,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2006","2006","PER","Persons","3","thousands",,,2.585,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2007","2007","PER","Persons","3","thousands",,,7,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2008","2008","PER","Persons","3","thousands",,,-1.125,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2009","2009","PER","Persons","3","thousands",,,1.276,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2010","2010","PER","Persons","3","thousands",,,8,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2011","2011","PER","Persons","3","thousands",,,-7.424,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2012","2012","PER","Persons","3","thousands",,,-24.85,,
"BEL","Belgium","YVPOSAL1_ST","Statistical adjustments","A","Annual","2013","2013","PER","Persons","3","thousands",,,-1.378,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,1.230466,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,2.675984,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,2.164568,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,2.106045,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,2.477211,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,2.373272,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,4.502084,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,4.463366,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,3.910609,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,4.74334,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,6.253688,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,6.935181,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,7.717561,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,8.04988,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2009","2009","_1000","Per thousand","0","units",,,8.041964,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2010","2010","_1000","Per thousand","0","units",,,10.18774,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2011","2011","_1000","Per thousand","0","units",,,8.527714,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2012","2012","_1000","Per thousand","0","units",,,6.002024,,
"BEL","Belgium","YVPOI3R1_ST","Total increase rate","A","Annual","2013","2013","_1000","Per thousand","0","units",,,3.78706,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,11.26844,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,11.34372,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,11.38014,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,11.20023,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,11.09567,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,11.20673,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,11.09913,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,10.76428,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,10.80836,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,11.09457,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,11.26122,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,11.50763,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,11.3557,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,11.95605,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2009","2009","_1000","Per thousand","0","units",,,11.79059,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2010","2010","_1000","Per thousand","0","units",,,11.8398,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2011","2011","_1000","Per thousand","0","units",,,11.64989,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2012","2012","_1000","Per thousand","0","units",,,11.50684,,
"BEL","Belgium","YVPOBIR1_ST","Crude birth rate","A","Annual","2013","2013","_1000","Per thousand","0","units",,,11.23205,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,10.31784,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,10.25339,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,10.19541,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,10.25021,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,10.25814,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,10.23319,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,10.05651,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,10.22396,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,10.31589,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,9.782619,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,9.856071,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,9.630963,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,9.47301,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,9.765384,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2009","2009","_1000","Per thousand","0","units",,,9.679903,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2010","2010","_1000","Per thousand","0","units",,,9.637048,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2011","2011","_1000","Per thousand","0","units",,,9.440118,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2012","2012","_1000","Per thousand","0","units",,,9.801724,,
"BEL","Belgium","YVPODER1_ST","Crude death rate","A","Annual","2013","2013","_1000","Per thousand","0","units",,,9.776964,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,0.9505948,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,1.090322,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,1.184727,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,0.9500139,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,0.8375366,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,0.9735399,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,1.042622,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,0.540319,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,0.4924764,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,1.311949,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,1.405147,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,1.876667,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,1.882688,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,2.190668,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2009","2009","_1000","Per thousand","0","units",,,2.110686,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2010","2010","_1000","Per thousand","0","units",,,2.202754,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2011","2011","_1000","Per thousand","0","units",,,2.209772,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2012","2012","_1000","Per thousand","0","units",,,1.70512,,
"BEL","Belgium","YVPOI2R1_ST","Natural increase rate","A","Annual","2013","2013","_1000","Per thousand","0","units",,,1.45509,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","1995","1995","_1000","Per thousand","0","units",,,2.654287,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","1996","1996","_1000","Per thousand","0","units",,,2.446479,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","1997","1997","_1000","Per thousand","0","units",,,1.918135,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","1998","1998","_1000","Per thousand","0","units",,,2.061157,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","1999","1999","_1000","Per thousand","0","units",,,2.655768,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2000","2000","_1000","Per thousand","0","units",,,2.451311,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2001","2001","_1000","Per thousand","0","units",,,3.437784,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2002","2002","_1000","Per thousand","0","units",,,3.997567,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2003","2003","_1000","Per thousand","0","units",,,3.856543,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2004","2004","_1000","Per thousand","0","units",,,4.158088,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2005","2005","_1000","Per thousand","0","units",,,4.451446,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2006","2006","_1000","Per thousand","0","units",,,4.813444,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2007","2007","_1000","Per thousand","0","units",,,5.176097,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2008","2008","_1000","Per thousand","0","units",,,5.964254,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2009","2009","_1000","Per thousand","0","units",,,5.813092,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2010","2010","_1000","Per thousand","0","units",,,7.250731,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2011","2011","_1000","Per thousand","0","units",,,6.989934,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2012","2012","_1000","Per thousand","0","units",,,6.52996,,
"BEL","Belgium","YVPOMIR1_ST","Net migration rate","A","Annual","2013","2013","_1000","Per thousand","0","units",,,2.455195,,
